LMODE NFREQ       PERIOD(S)     FREQUENCY(Hz)           C(KM/S)
    0    43    2.085539715       0.4794921875        1.236868431    
    0    44    2.087665647       0.4790039062        1.237231834    
    0    45    2.089795918       0.4785156250        1.237596446    
    0    46    2.091930541       0.4780273438        1.237962274    
    0    47    2.094069530       0.4775390625        1.238329321    
    0    48    2.096212897       0.4770507812        1.238697594    
    0    49    2.098360656       0.4765625000        1.239067097    
    0    50    2.100512821       0.4760742188        1.239437837    
    0    51    2.102669405       0.4755859375        1.239809818    
    0    52    2.104830421       0.4750976562        1.240183047    
    0    53    2.106995885       0.4746093750        1.240557529    
    0    54    2.109165808       0.4741210938        1.240933269    
    0    55    2.111340206       0.4736328125        1.241310272    
    0    56    2.113519092       0.4731445312        1.241688545    
    0    57    2.115702479       0.4726562500        1.242068094    
    0    58    2.117890383       0.4721679688        1.242448923    
    0    59    2.120082816       0.4716796875        1.242831038    
    0    60    2.122279793       0.4711914062        1.243214446    
    0    61    2.124481328       0.4707031250        1.243599152    
    0    62    2.126687435       0.4702148438        1.243985161    
    0    63    2.128898129       0.4697265625        1.244372481    
    0    64    2.131113424       0.4692382812        1.244761115    
    0    65    2.133333333       0.4687500000        1.245151071    
    0    66    2.135557873       0.4682617188        1.245542354    
    0    67    2.137787056       0.4677734375        1.245934970    
    0    68    2.140020899       0.4672851562        1.246328926    
    0    69    2.142259414       0.4667968750        1.246724226    
    0    70    2.144502618       0.4663085938        1.247120878    
    0    71    2.146750524       0.4658203125        1.247518887    
    0    72    2.149003148       0.4653320312        1.247918260    
    0    73    2.151260504       0.4648437500        1.248319001    
    0    74    2.153522608       0.4643554688        1.248721119    
    0    75    2.155789474       0.4638671875        1.249124619    
    0    76    2.158061117       0.4633789062        1.249529506    
    0    77    2.160337553       0.4628906250        1.249935788    
    0    78    2.162618796       0.4624023438        1.250343471    
    0    79    2.164904863       0.4619140625        1.250752560    
    0    80    2.167195767       0.4614257812        1.251163064    
    0    81    2.169491525       0.4609375000        1.251574986    
    0    82    2.171792153       0.4604492188        1.251988335    
    0    83    2.174097665       0.4599609375        1.252403117    
    0    84    2.176408077       0.4594726562        1.252819338    
    0    85    2.178723404       0.4589843750        1.253237005    
    0    86    2.181043663       0.4584960938        1.253656124    
    0    87    2.183368870       0.4580078125        1.254076702    
    0    88    2.185699039       0.4575195312        1.254498745    
    0    89    2.188034188       0.4570312500        1.254922261    
    0    90    2.190374332       0.4565429688        1.255347256    
    0    91    2.192719486       0.4560546875        1.255773736    
    0    92    2.195069668       0.4555664062        1.256201709    
    0    93    2.197424893       0.4550781250        1.256631181    
    0    94    2.199785177       0.4545898438        1.257062160    
    0    95    2.202150538       0.4541015625        1.257494651    
    0    96    2.204520990       0.4536132812        1.257928663    
    0    97    2.206896552       0.4531250000        1.258364201    
    0    98    2.209277238       0.4526367188        1.258801274    
    0    99    2.211663067       0.4521484375        1.259239887    
    0   100    2.214054054       0.4516601562        1.259680049    
    0   101    2.216450216       0.4511718750        1.260121766    
    0   102    2.218851571       0.4506835938        1.260565045    
    0   103    2.221258134       0.4501953125        1.261009894    
    0   104    2.223669924       0.4497070312        1.261456320    
    0   105    2.226086957       0.4492187500        1.261904330    
    0   106    2.228509249       0.4487304688        1.262353931    
    0   107    2.230936819       0.4482421875        1.262805131    
    0   108    2.233369684       0.4477539062        1.263257937    
    0   109    2.235807860       0.4472656250        1.263712357    
    0   110    2.238251366       0.4467773438        1.264168397    
    0   111    2.240700219       0.4462890625        1.264626067    
    0   112    2.243154436       0.4458007812        1.265085372    
    0   113    2.245614035       0.4453125000        1.265546321    
    0   114    2.248079034       0.4448242188        1.266008922    
    0   115    2.250549451       0.4443359375        1.266473181    
    0   116    2.253025303       0.4438476562        1.266939108    
    0   117    2.255506608       0.4433593750        1.267406708    
    0   118    2.257993385       0.4428710938        1.267875991    
    0   119    2.260485651       0.4423828125        1.268346964    
    0   120    2.262983425       0.4418945312        1.268819635    
    0   121    2.265486726       0.4414062500        1.269294012    
    0   122    2.267995570       0.4409179688        1.269770103    
    0   123    2.270509978       0.4404296875        1.270247916    
    0   124    2.273029967       0.4399414062        1.270727458    
    0   125    2.275555556       0.4394531250        1.271208739    
    0   126    2.278086763       0.4389648438        1.271691765    
    0   127    2.280623608       0.4384765625        1.272176546    
    0   128    2.283166109       0.4379882812        1.272663089    
    0   129    2.285714286       0.4375000000        1.273151404    
    0   130    2.288268156       0.4370117188        1.273641497    
    0   131    2.290827740       0.4365234375        1.274133378    
    0   132    2.293393057       0.4360351562        1.274627054    
    0   133    2.295964126       0.4355468750        1.275122535    
    0   134    2.298540965       0.4350585938        1.275619829    
    0   135    2.301123596       0.4345703125        1.276118943    
    0   136    2.303712036       0.4340820312        1.276619888    
    0   137    2.306306306       0.4335937500        1.277122671    
    0   138    2.308906426       0.4331054688        1.277627302    
    0   139    2.311512415       0.4326171875        1.278133788    
    0   140    2.314124294       0.4321289062        1.278642139    
    0   141    2.316742081       0.4316406250        1.279152363    
    0   142    2.319365798       0.4311523438        1.279664469    
    0   143    2.321995465       0.4306640625        1.280178467    
    0   144    2.324631101       0.4301757812        1.280694364    
    0   145    2.327272727       0.4296875000        1.281212171    
    0   146    2.329920364       0.4291992188        1.281731896    
    0   147    2.332574032       0.4287109375        1.282253548    
    0   148    2.335233751       0.4282226562        1.282777136    
    0   149    2.337899543       0.4277343750        1.283302670    
    0   150    2.340571429       0.4272460938        1.283830159    
    0   151    2.343249428       0.4267578125        1.284359612    
    0   152    2.345933562       0.4262695312        1.284891038    
    0   153    2.348623853       0.4257812500        1.285424446    
    0   154    2.351320321       0.4252929688        1.285959847    
    0   155    2.354022989       0.4248046875        1.286497250    
    0   156    2.356731876       0.4243164062        1.287036663    
    0   157    2.359447005       0.4238281250        1.287578098    
    0   158    2.362168397       0.4233398438        1.288121562    
    0   159    2.364896074       0.4228515625        1.288667067    
    0   160    2.367630058       0.4223632812        1.289214622    
    0   161    2.370370370       0.4218750000        1.289764236    
    0   162    2.373117034       0.4213867188        1.290315919    
    0   163    2.375870070       0.4208984375        1.290869681    
    0   164    2.378629501       0.4204101562        1.291425533    
    0   165    2.381395349       0.4199218750        1.291983484    
    0   166    2.384167637       0.4194335938        1.292543543    
    0   167    2.386946387       0.4189453125        1.293105722    
    0   168    2.389731622       0.4184570312        1.293670031    
    0   169    2.392523364       0.4179687500        1.294236479    
    0   170    2.395321637       0.4174804688        1.294805077    
    0   171    2.398126464       0.4169921875        1.295375834    
    0   172    2.400937866       0.4165039062        1.295948763    
    0   173    2.403755869       0.4160156250        1.296523872    
    0   174    2.406580494       0.4155273438        1.297101172    
    0   175    2.409411765       0.4150390625        1.297680674    
    0   176    2.412249706       0.4145507812        1.298262388    
    0   177    2.415094340       0.4140625000        1.298846325    
    0   178    2.417945691       0.4135742188        1.299432496    
    0   179    2.420803783       0.4130859375        1.300020911    
    0   180    2.423668639       0.4125976562        1.300611581    
    0   181    2.426540284       0.4121093750        1.301204518    
    0   182    2.429418743       0.4116210938        1.301799731    
    0   183    2.432304038       0.4111328125        1.302397231    
    0   184    2.435196195       0.4106445312        1.302997031    
    0   185    2.438095238       0.4101562500        1.303599140    
    0   186    2.441001192       0.4096679688        1.304203570    
    0   187    2.443914081       0.4091796875        1.304810332    
    0   188    2.446833931       0.4086914062        1.305419437    
    0   189    2.449760766       0.4082031250        1.306030897    
    0   190    2.452694611       0.4077148438        1.306644723    
    0   191    2.455635492       0.4072265625        1.307260925    
    0   192    2.458583433       0.4067382812        1.307879517    
    0   193    2.461538462       0.4062500000        1.308500509    
    0   194    2.464500602       0.4057617188        1.309123912    
    0   195    2.467469880       0.4052734375        1.309749739    
    0   196    2.470446321       0.4047851562        1.310378001    
    0   197    2.473429952       0.4042968750        1.311008710    
    0   198    2.476420798       0.4038085938        1.311641877    
    0   199    2.479418886       0.4033203125        1.312277514    
    0   200    2.482424242       0.4028320312        1.312915634    
    0   201    2.485436893       0.4023437500        1.313556248    
    0   202    2.488456865       0.4018554688        1.314199368    
    0   203    2.491484185       0.4013671875        1.314845007    
    0   204    2.494518879       0.4008789062        1.315493176    
    0   205    2.497560976       0.4003906250        1.316143887    
    0   206    2.500610501       0.3999023438        1.316797154    
    0   207    2.503667482       0.3994140625        1.317452988    
    0   208    2.506731946       0.3989257812        1.318111401    
    0   209    2.509803922       0.3984375000        1.318772406    
    0   210    2.512883436       0.3979492188        1.319436016    
    0   211    2.515970516       0.3974609375        1.320102243    
    0   212    2.519065191       0.3969726562        1.320771099    
    0   213    2.522167488       0.3964843750        1.321442598    
    0   214    2.525277435       0.3959960938        1.322116752    
    0   215    2.528395062       0.3955078125        1.322793573    
    0   216    2.531520396       0.3950195312        1.323473075    
    0   217    2.534653465       0.3945312500        1.324155271    
    0   218    2.537794300       0.3940429688        1.324840174    
    0   219    2.540942928       0.3935546875        1.325527795    
    0   220    2.544099379       0.3930664062        1.326218150    
    0   221    2.547263682       0.3925781250        1.326911250    
    0   222    2.550435866       0.3920898438        1.327607109    
    0   223    2.553615960       0.3916015625        1.328305741    
    0   224    2.556803995       0.3911132812        1.329007158    
    0   225    2.560000000       0.3906250000        1.329711374    
    0   226    2.563204005       0.3901367188        1.330418402    
    0   227    2.566416040       0.3896484375        1.331128257    
    0   228    2.569636136       0.3891601562        1.331840950    
    0   229    2.572864322       0.3886718750        1.332556497    
    0   230    2.576100629       0.3881835938        1.333274911    
    0   231    2.579345088       0.3876953125        1.333996205    
    0   232    2.582597730       0.3872070312        1.334720394    
    0   233    2.585858586       0.3867187500        1.335447491    
    0   234    2.589127686       0.3862304688        1.336177509    
    0   235    2.592405063       0.3857421875        1.336910465    
    0   236    2.595690748       0.3852539062        1.337646370    
    0   237    2.598984772       0.3847656250        1.338385239    
    0   238    2.602287166       0.3842773438        1.339127087    
    0   239    2.605597964       0.3837890625        1.339871928    
    0   240    2.608917197       0.3833007812        1.340619776    
    0   241    2.612244898       0.3828125000        1.341370645    
    0   242    2.615581098       0.3823242188        1.342124550    
    0   243    2.618925831       0.3818359375        1.342881505    
    0   244    2.622279129       0.3813476562        1.343641525    
    0   245    2.625641026       0.3808593750        1.344404624    
    0   246    2.629011553       0.3803710938        1.345170817    
    0   247    2.632390746       0.3798828125        1.345940119    
    0   248    2.635778636       0.3793945312        1.346712545    
    0   249    2.639175258       0.3789062500        1.347488109    
    0   250    2.642580645       0.3784179688        1.348266826    
    0   251    2.645994832       0.3779296875        1.349048711    
    0   252    2.649417853       0.3774414062        1.349833779    
    0   253    2.652849741       0.3769531250        1.350622046    
    0   254    2.656290532       0.3764648438        1.351413526    
    0   255    2.659740260       0.3759765625        1.352208234    
    0   256    2.663198960       0.3754882812        1.353006187    
    0   257    2.666666667       0.3750000000        1.353807398    
    0   258    2.670143416       0.3745117188        1.354611884    
    0   259    2.673629243       0.3740234375        1.355419660    
    0   260    2.677124183       0.3735351562        1.356230741    
    0   261    2.680628272       0.3730468750        1.357045143    
    0   262    2.684141547       0.3725585938        1.357862882    
    0   263    2.687664042       0.3720703125        1.358683973    
    0   264    2.691195795       0.3715820312        1.359508431    
    0   265    2.694736842       0.3710937500        1.360336273    
    0   266    2.698287220       0.3706054688        1.361167514    
    0   267    2.701846966       0.3701171875        1.362002171    
    0   268    2.705416116       0.3696289062        1.362840259    
    0   269    2.708994709       0.3691406250        1.363681794    
    0   270    2.712582781       0.3686523438        1.364526792    
    0   271    2.716180371       0.3681640625        1.365375270    
    0   272    2.719787517       0.3676757812        1.366227242    
    0   273    2.723404255       0.3671875000        1.367082727    
    0   274    2.727030626       0.3666992188        1.367941739    
    0   275    2.730666667       0.3662109375        1.368804296    
    0   276    2.734312417       0.3657226562        1.369670412    
    0   277    2.737967914       0.3652343750        1.370540106    
    0   278    2.741633199       0.3647460938        1.371413393    
    0   279    2.745308311       0.3642578125        1.372290290    
    0   280    2.748993289       0.3637695312        1.373170814    
    0   281    2.752688172       0.3632812500        1.374054980    
    0   282    2.756393001       0.3627929688        1.374942806    
    0   283    2.760107817       0.3623046875        1.375834308    
    0   284    2.763832659       0.3618164062        1.376729503    
    0   285    2.767567568       0.3613281250        1.377628408    
    0   286    2.771312585       0.3608398438        1.378531040    
    0   287    2.775067751       0.3603515625        1.379437416    
    0   288    2.778833107       0.3598632812        1.380347552    
    0   289    2.782608696       0.3593750000        1.381261465    
    0   290    2.786394558       0.3588867188        1.382179173    
    0   291    2.790190736       0.3583984375        1.383100693    
    0   292    2.793997271       0.3579101562        1.384026041    
    0   293    2.797814208       0.3574218750        1.384955235    
    0   294    2.801641587       0.3569335938        1.385888292    
    0   295    2.805479452       0.3564453125        1.386825229    
    0   296    2.809327846       0.3559570312        1.387766064    
    0   297    2.813186813       0.3554687500        1.388710813    
    0   298    2.817056396       0.3549804688        1.389659495    
    0   299    2.820936639       0.3544921875        1.390612126    
    0   300    2.824827586       0.3540039062        1.391568724    
    0   301    2.828729282       0.3535156250        1.392529307    
    0   302    2.832641770       0.3530273438        1.393493891    
    0   303    2.836565097       0.3525390625        1.394462495    
    0   304    2.840499307       0.3520507812        1.395435135    
    0   305    2.844444444       0.3515625000        1.396411831    
    0   306    2.848400556       0.3510742188        1.397392598    
    0   307    2.852367688       0.3505859375        1.398377455    
    0   308    2.856345886       0.3500976562        1.399366420    
    0   309    2.860335196       0.3496093750        1.400359510    
    0   310    2.864335664       0.3491210938        1.401356742    
    0   311    2.868347339       0.3486328125        1.402358136    
    0   312    2.872370266       0.3481445312        1.403363707    
    0   313    2.876404494       0.3476562500        1.404373475    
    0   314    2.880450070       0.3471679688        1.405387458    
    0   315    2.884507042       0.3466796875        1.406405672    
    0   316    2.888575458       0.3461914062        1.407428135    
    0   317    2.892655367       0.3457031250        1.408454867    
    0   318    2.896746818       0.3452148438        1.409485884    
    0   319    2.900849858       0.3447265625        1.410521204    
    0   320    2.904964539       0.3442382812        1.411560846    
    0   321    2.909090909       0.3437500000        1.412604828    
    0   322    2.913229018       0.3432617188        1.413653166    
    0   323    2.917378917       0.3427734375        1.414705880    
    0   324    2.921540656       0.3422851562        1.415762987    
    0   325    2.925714286       0.3417968750        1.416824506    
    0   326    2.929899857       0.3413085938        1.417890454    
    0   327    2.934097421       0.3408203125        1.418960849    
    0   328    2.938307030       0.3403320312        1.420035709    
    0   329    2.942528736       0.3398437500        1.421115053    
    0   330    2.946762590       0.3393554688        1.422198898    
    0   331    2.951008646       0.3388671875        1.423287263    
    0   332    2.955266955       0.3383789062        1.424380165    
    0   333    2.959537572       0.3378906250        1.425477622    
    0   334    2.963820550       0.3374023438        1.426579653    
    0   335    2.968115942       0.3369140625        1.427686275    
    0   336    2.972423803       0.3364257812        1.428797507    
    0   337    2.976744186       0.3359375000        1.429913366    
    0   338    2.981077147       0.3354492188        1.431033870    
    0   339    2.985422741       0.3349609375        1.432159038    
    0   340    2.989781022       0.3344726562        1.433288887    
    0   341    2.994152047       0.3339843750        1.434423435    
    0   342    2.998535871       0.3334960938        1.435562701    
    0   343    3.002932551       0.3330078125        1.436706701    
    0   344    3.007342144       0.3325195312        1.437855455    
    0   345    3.011764706       0.3320312500        1.439008979    
    0   346    3.016200295       0.3315429688        1.440167292    
    0   347    3.020648968       0.3310546875        1.441330411    
    0   348    3.025110783       0.3305664062        1.442498355    
    0   349    3.029585799       0.3300781250        1.443671141    
    0   350    3.034074074       0.3295898438        1.444848786    
    0   351    3.038575668       0.3291015625        1.446031309    
    0   352    3.043090639       0.3286132812        1.447218727    
    0   353    3.047619048       0.3281250000        1.448411057    
    0   354    3.052160954       0.3276367188        1.449608318    
    0   355    3.056716418       0.3271484375        1.450810527    
    0   356    3.061285501       0.3266601562        1.452017701    
    0   357    3.065868263       0.3261718750        1.453229857    
    0   358    3.070464768       0.3256835938        1.454447014    
    0   359    3.075075075       0.3251953125        1.455669189    
    0   360    3.079699248       0.3247070312        1.456896398    
    0   361    3.084337349       0.3242187500        1.458128659    
    0   362    3.088989442       0.3237304688        1.459365990    
    0   363    3.093655589       0.3232421875        1.460608407    
    0   364    3.098335855       0.3227539062        1.461855928    
    0   365    3.103030303       0.3222656250        1.463108569    
    0   366    3.107738998       0.3217773438        1.464366348    
    0   367    3.112462006       0.3212890625        1.465629282    
    0   368    3.117199391       0.3208007812        1.466897387    
    0   369    3.121951220       0.3203125000        1.468170679    
    0   370    3.126717557       0.3198242188        1.469449177    
    0   371    3.131498471       0.3193359375        1.470732896    
    0   372    3.136294028       0.3188476562        1.472021854    
    0   373    3.141104294       0.3183593750        1.473316065    
    0   374    3.145929339       0.3178710938        1.474615548    
    0   375    3.150769231       0.3173828125        1.475920318    
    0   376    3.155624037       0.3168945312        1.477230391    
    0   377    3.160493827       0.3164062500        1.478545785    
    0   378    3.165378671       0.3159179688        1.479866513    
    0   379    3.170278638       0.3154296875        1.481192594    
    0   380    3.175193798       0.3149414062        1.482524043    
    0   381    3.180124224       0.3144531250        1.483860874    
    0   382    3.185069984       0.3139648438        1.485203106    
    0   383    3.190031153       0.3134765625        1.486550752    
    0   384    3.195007800       0.3129882812        1.487903828    
    0   385    3.200000000       0.3125000000        1.489262350    
    0   386    3.205007825       0.3120117188        1.490626334    
    0   387    3.210031348       0.3115234375        1.491995794    
    0   388    3.215070644       0.3110351562        1.493370746    
    0   389    3.220125786       0.3105468750        1.494751204    
    0   390    3.225196850       0.3100585938        1.496137184    
    0   391    3.230283912       0.3095703125        1.497528700    
    0   392    3.235387046       0.3090820312        1.498925767    
    0   393    3.240506329       0.3085937500        1.500328400    
    0   394    3.245641838       0.3081054688        1.501736613    
    0   395    3.250793651       0.3076171875        1.503150420    
    0   396    3.255961844       0.3071289062        1.504569837    
    0   397    3.261146497       0.3066406250        1.505994876    
    0   398    3.266347687       0.3061523438        1.507425552    
    0   399    3.271565495       0.3056640625        1.508861880    
    0   400    3.276800000       0.3051757812        1.510303871    
    0   401    3.282051282       0.3046875000        1.511751542    
    0   402    3.287319422       0.3041992188        1.513204904    
    0   403    3.292604502       0.3037109375        1.514663971    
    0   404    3.297906602       0.3032226562        1.516128757    
    0   405    3.303225806       0.3027343750        1.517599274    
    0   406    3.308562197       0.3022460938        1.519075536    
    0   407    3.313915858       0.3017578125        1.520557556    
    0   408    3.319286872       0.3012695312        1.522045346    
    0   409    3.324675325       0.3007812500        1.523538920    
    0   410    3.330081301       0.3002929688        1.525038288    
    0   411    3.335504886       0.2998046875        1.526543465    
    0   412    3.340946166       0.2993164062        1.528054462    
    0   413    3.346405229       0.2988281250        1.529571291    
    0   414    3.351882160       0.2983398438        1.531093965    
    0   415    3.357377049       0.2978515625        1.532622495    
    0   416    3.362889984       0.2973632812        1.534156892    
    0   417    3.368421053       0.2968750000        1.535697170    
    0   418    3.373970346       0.2963867188        1.537243337    
    0   419    3.379537954       0.2958984375        1.538795408    
    0   420    3.385123967       0.2954101562        1.540353391    
    0   421    3.390728477       0.2949218750        1.541917300    
    0   422    3.396351575       0.2944335938        1.543487143    
    0   423    3.401993355       0.2939453125        1.545062933    
    0   424    3.407653910       0.2934570312        1.546644679    
    0   425    3.413333333       0.2929687500        1.548232393    
    0   426    3.419031720       0.2924804688        1.549826085    
    0   427    3.424749164       0.2919921875        1.551425765    
    0   428    3.430485762       0.2915039062        1.553031442    
    0   429    3.436241611       0.2910156250        1.554643129    
    0   430    3.442016807       0.2905273438        1.556260833    
    0   431    3.447811448       0.2900390625        1.557884565    
    0   432    3.453625632       0.2895507812        1.559514334    
    0   433    3.459459459       0.2890625000        1.561150151    
    0   434    3.465313029       0.2885742188        1.562792024    
    0   435    3.471186441       0.2880859375        1.564439963    
    0   436    3.477079796       0.2875976562        1.566093976    
    0   437    3.482993197       0.2871093750        1.567754074    
    0   438    3.488926746       0.2866210938        1.569420264    
    0   439    3.494880546       0.2861328125        1.571092556    
    0   440    3.500854701       0.2856445312        1.572770959    
    0   441    3.506849315       0.2851562500        1.574455481    
    0   442    3.512864494       0.2846679688        1.576146130    
    0   443    3.518900344       0.2841796875        1.577842915    
    0   444    3.524956971       0.2836914062        1.579545845    
    0   445    3.531034483       0.2832031250        1.581254928    
    0   446    3.537132988       0.2827148438        1.582970171    
    0   447    3.543252595       0.2822265625        1.584691583    
    0   448    3.549393414       0.2817382812        1.586419173    
    0   449    3.555555556       0.2812500000        1.588152947    
    0   450    3.561739130       0.2807617188        1.589892914    
    0   451    3.567944251       0.2802734375        1.591639081    
    0   452    3.574171030       0.2797851562        1.593391456    
    0   453    3.580419580       0.2792968750        1.595150048    
    0   454    3.586690018       0.2788085938        1.596914863    
    0   455    3.592982456       0.2783203125        1.598685909    
    0   456    3.599297012       0.2778320312        1.600463194    
    0   457    3.605633803       0.2773437500        1.602246725    
    0   458    3.611992945       0.2768554688        1.604036510    
    0   459    3.618374558       0.2763671875        1.605832555    
    0   460    3.624778761       0.2758789062        1.607634870    
    0   461    3.631205674       0.2753906250        1.609443460    
    0   462    3.637655417       0.2749023438        1.611258333    
    0   463    3.644128114       0.2744140625        1.613079497    
    0   464    3.650623886       0.2739257812        1.614906960    
    0   465    3.657142857       0.2734375000        1.616740727    
    0   466    3.663685152       0.2729492188        1.618580808    
    0   467    3.670250896       0.2724609375        1.620427210    
    0   468    3.676840215       0.2719726562        1.622279939    
    0   469    3.683453237       0.2714843750        1.624139004    
    0   470    3.690090090       0.2709960938        1.626004412    
    0   471    3.696750903       0.2705078125        1.627876171    
    0   472    3.703435805       0.2700195312        1.629754289    
    0   473    3.710144928       0.2695312500        1.631638773    
    0   474    3.716878403       0.2690429688        1.633529631    
    0   475    3.723636364       0.2685546875        1.635426871    
    0   476    3.730418944       0.2680664062        1.637330502    
    0   477    3.737226277       0.2675781250        1.639240531    
    0   478    3.744058501       0.2670898438        1.641156967    
    0   479    3.750915751       0.2666015625        1.643079818    
    0   480    3.757798165       0.2661132812        1.645009093    
    0   481    3.764705882       0.2656250000        1.646944801    
    0   482    3.771639042       0.2651367188        1.648886950    
    0   483    3.778597786       0.2646484375        1.650835550    
    0   484    3.785582255       0.2641601562        1.652790610    
    0   485    3.792592593       0.2636718750        1.654752139    
    0   486    3.799628942       0.2631835938        1.656720146    
    0   487    3.806691450       0.2626953125        1.658694643    
    0   488    3.813780261       0.2622070312        1.660675638    
    0   489    3.820895522       0.2617187500        1.662663142    
    0   490    3.828037383       0.2612304688        1.664657166    
    0   491    3.835205993       0.2607421875        1.666657720    
    0   492    3.842401501       0.2602539062        1.668664816    
    0   493    3.849624060       0.2597656250        1.670678464    
    0   494    3.856873823       0.2592773438        1.672698677    
    0   495    3.864150943       0.2587890625        1.674725467    
    0   496    3.871455577       0.2583007812        1.676758845    
    0   497    3.878787879       0.2578125000        1.678798825    
    0   498    3.886148008       0.2573242188        1.680845418    
    0   499    3.893536122       0.2568359375        1.682898640    
    0   500    3.900952381       0.2563476562        1.684958502    
    0   501    3.908396947       0.2558593750        1.687025020    
    0   502    3.915869981       0.2553710938        1.689098208    
    0   503    3.923371648       0.2548828125        1.691178080    
    0   504    3.930902111       0.2543945312        1.693264652    
    0   505    3.938461538       0.2539062500        1.695357939    
    0   506    3.946050096       0.2534179688        1.697457958    
    0   507    3.953667954       0.2529296875        1.699564726    
    0   508    3.961315280       0.2524414062        1.701678259    
    0   509    3.968992248       0.2519531250        1.703798575    
    0   510    3.976699029       0.2514648438        1.705925693    
    0   511    3.984435798       0.2509765625        1.708059630    
    0   512    3.992202729       0.2504882812        1.710200406    
    0   513    4.000000000       0.2500000000        1.712348040    
    0   514    4.007827789       0.2495117188        1.714502554    
    0   515    4.015686275       0.2490234375        1.716663967    
    0   516    4.023575639       0.2485351562        1.718832302    
    0   517    4.031496063       0.2480468750        1.721007579    
    0   518    4.039447732       0.2475585938        1.723189823    
    0   519    4.047430830       0.2470703125        1.725379056    
    0   520    4.055445545       0.2465820312        1.727575302    
    0   521    4.063492063       0.2460937500        1.729778587    
    0   522    4.071570577       0.2456054688        1.731988934    
    0   523    4.079681275       0.2451171875        1.734206371    
    0   524    4.087824351       0.2446289062        1.736430924    
    0   525    4.096000000       0.2441406250        1.738662620    
    0   526    4.104208417       0.2436523438        1.740901488    
    0   527    4.112449799       0.2431640625        1.743147557    
    0   528    4.120724346       0.2426757812        1.745400857    
    0   529    4.129032258       0.2421875000        1.747661418    
    0   530    4.137373737       0.2416992188        1.749929271    
    0   531    4.145748988       0.2412109375        1.752204449    
    0   532    4.154158215       0.2407226562        1.754486985    
    0   533    4.162601626       0.2402343750        1.756776913    
    0   534    4.171079430       0.2397460938        1.759074268    
    0   535    4.179591837       0.2392578125        1.761379085    
    0   536    4.188139059       0.2387695312        1.763691400    
    0   537    4.196721311       0.2382812500        1.766011253    
    0   538    4.205338809       0.2377929688        1.768338680    
    0   539    4.213991770       0.2373046875        1.770673722    
    0   540    4.222680412       0.2368164062        1.773016419    
    0   541    4.231404959       0.2363281250        1.775366813    
    0   542    4.240165631       0.2358398438        1.777724945    
    0   543    4.248962656       0.2353515625        1.780090860    
    0   544    4.257796258       0.2348632812        1.782464601    
    0   545    4.266666667       0.2343750000        1.784846215    
    0   546    4.275574113       0.2338867188        1.787235748    
    0   547    4.284518828       0.2333984375        1.789633247    
    0   548    4.293501048       0.2329101562        1.792038763    
    0   549    4.302521008       0.2324218750        1.794452344    
    0   550    4.311578947       0.2319335938        1.796874042    
    0   551    4.320675105       0.2314453125        1.799303909    
    0   552    4.329809725       0.2309570312        1.801741999    
    0   553    4.338983051       0.2304687500        1.804188366    
    0   554    4.348195329       0.2299804688        1.806643066    
    0   555    4.357446809       0.2294921875        1.809106157    
    0   556    4.366737740       0.2290039062        1.811577696    
